    5    5     4.4462E-22     8.9689E-10      2.4934154696967467E-01     -1.6138735663113868E+00      8.5179477154099903E-01      2.3762455706372574E+00      4.4167998151819565E-17      7.3249693241230163E-01     -8.5179477155081329E-01      2.3762455706410162E+00     -8.5179477165899453E-01     -2.3762455699145990E+00     -1.4128071251419076E-16     -7.3249693069777333E-01      8.5179477167745432E-01     -2.3762455714958852E+00
    5    6     1.1064E-24     5.9446E-10      9.5958148991061391E-11      1.6961582563052178E+00      8.5179477176721374E-01      2.3762455706141750E+00      4.2608468852744741E-17      7.3249693075110156E-01     -8.5179477178002339E-01      2.3762455705491710E+00     -8.5179477154145611E-01     -2.3762455706353176E+00     -1.3679516742128318E-16     -7.3249693238565983E-01      8.5179477154626859E-01     -2.3762455706211836E+00
    5    7     2.1252E-28     4.7515E-10      9.6763537869751046E-15     -7.6885318393473165E-12      8.5179477155904892E-01      2.3762455706900592E+00      4.2608468852744741E-17      7.3249693272026595E-01     -8.5179477156158701E-01      2.3762455706902399E+00     -8.5179477156247374E-01     -2.3762455706996461E+00     -1.3679516225597654E-16     -7.3249693273300975E-01      8.5179477155993555E-01     -2.3762455706994650E+00
    6    1     9.7532E-22     4.8444E-10     -1.4879146682790980E+00      3.9279091824740853E-01      3.0058001329975912E-17      4.9101079292945332E-01      1.2037809572347015E-16      1.8723699265615286E+00      2.1047192370883403E-16      3.4341152159913002E+00     -8.6170684525519770E-01     -2.4552181863281541E+00     -1.6253930123469810E-16     -8.8705956432962552E-01      8.6170684588304980E-01     -2.4552181852655508E+00
    6    2     2.6178E-27     1.0098E-09     -1.8392409699777857E-12     -2.3882511707764431E+00      2.8561509504570621E-17      4.9101079325671709E-01      1.1756603848267691E-16      1.8723699266445271E+00      2.1332800898637805E-16      3.4341152159245993E+00     -8.6170684660033392E-01     -2.4552181848625581E+00     -1.6273673514770874E-16     -8.8705956376159401E-01      8.6170684659958052E-01     -2.4552181848616974E+00
    6    3     1.0735E-22     1.0333E-09      1.8638025908225129E+00     -2.7760536993064200E+00      2.8561509504570621E-17      4.9101079339823095E-01      1.1093506960470721E-16      1.8723699267637468E+00      2.1326329350769571E-16      3.4341152160366795E+00     -8.6170684611322679E-01     -2.4552181849595160E+00     -1.6280076905846055E-16     -8.8705956354678195E-01      8.6170684438206679E-01     -2.4552181849645640E+00
    6    4     4.2747E-27     1.0449E-09      2.1826656426029397E-12     -4.0249316762008922E+00      2.8561509504570621E-17      4.9101079346645049E-01      1.1756605488500072E-16      1.8723699268729559E+00      2.1332801810021970E-16      3.4341152161929425E+00     -8.6170684576914292E-01     -2.4552181845134733E+00     -1.6273672758518858E-16     -8.8705956353066062E-01      8.6170684576707590E-01     -2.4552181845115397E+00
    6    5     3.3374E-27     4.7155E-10     -1.6606603184966056E-13     -1.9433715178185473E-01      2.8561509504570621E-17      4.9101079390112412E-01      1.1756601358625438E-16      1.8723699270428709E+00      2.1332799441310178E-16      3.4341152162050874E+00     -8.6170684560423194E-01     -2.4552181859510536E+00     -1.6273674671165511E-16     -8.8705956509945916E-01      8.6170684560084154E-01     -2.4552181859524893E+00
    6    6     5.6086E-27     6.0157E-10     -8.9526710065069979E-12     -1.8462925373584105E+00      2.8561509504570621E-17      4.9101079357242838E-01      1.1756605487665753E-16      1.8723699268882619E+00      2.1332801809692167E-16      3.4341152161302326E+00     -8.6170684586715363E-01     -2.4552181857844455E+00     -1.6273672758449085E-16     -8.8705956322717305E-01      8.6170684586456014E-01     -2.4552181857812685E+00
    6    7     6.3904E-22     1.6265E-09      6.6263662658746936E-01      4.4705139191569607E+00      2.8561509504570621E-17      4.9101079220371491E-01      1.1166728388501768E-16      1.8723699254573187E+00      2.0871239150857596E-16      3.4341152143698692E+00     -8.6170684561118382E-01     -2.4552181858851925E+00     -1.6257180226923106E-16     -8.8705956472923231E-01      8.6170684556997457E-01     -2.4552181859352489E+00
    6    8     5.1760E-22     1.0617E-09      2.8125469696220340E-01     -1.7289229559063313E+00      2.8561509504570621E-17      4.9101079363499917E-01      1.1093011904474550E-16      1.8723699269333276E+00      2.1326157789376152E-16      3.4341152161639283E+00     -8.6170684569193967E-01     -2.4552181850869084E+00     -1.6280117517249653E-16     -8.8705956312157141E-01      8.6170684570777256E-01     -2.4552181868431115E+00
    6    9     2.7034E-25     7.9437E-10      1.9675164832672890E-12      2.6393272180563057E+00      2.8561509504570621E-17      4.9101079206883053E-01      1.1756605489840613E-16      1.8723699251558885E+00      2.1332801812583735E-16      3.4341152166821534E+00     -8.6170684557820809E-01     -2.4552181859005717E+00     -1.6273672759473051E-16     -8.8705956479370052E-01      8.6170684557602084E-01     -2.4552181859001849E+00
    6   10     1.9378E-28     5.4861E-10      1.5746925736141035E-14      1.1783621630287264E+00      2.8561509504570621E-17      4.9101079187161234E-01      1.1756603848865174E-16      1.8723699272828647E+00      2.1332800899617644E-16      3.4341152163185584E+00     -8.6170684558054433E-01     -2.4552181859150717E+00     -1.6273673514376458E-16     -8.8705956486919479E-01      8.6170684557780508E-01     -2.4552181859153883E+00
    6   11     1.0797E-28     1.3192E-09     -1.1772316723018148E-13      4.7053336906254497E+00      2.8561509504570621E-17      4.9101079217369692E-01      1.1756605489847513E-16      1.8723699254135087E+00      2.1332801811901577E-16      3.4341152142646121E+00     -8.6170684559423205E-01     -2.4552181859260580E+00     -1.6273672759468671E-16     -8.8705956475293535E-01      8.6170684559146449E-01     -2.4552181859264155E+00
    7    1     1.4689E-21     3.9478E-10     -1.3927339326428370E+00     -1.9892882492783936E+00      1.0258771073005286E+00      0.0000000000000000E+00      1.0087071833287730E-16      1.5689507158433222E+00      1.9802042636296440E-16      3.2706239233173133E+00     -1.0258771069840711E+00      1.3191104050907111E-16     -2.8265754734871925E-16     -1.5689507159788045E+00     -5.9994350911069255E-16     -3.2706239237852457E+00
    7    2     1.1400E-21     8.9212E-10     -2.1196836110164381E+00     -8.0087937419820084E-10      1.0258771074589907E+00      0.0000000000000000E+00      1.0087071833287735E-16      1.5689507162970522E+00      1.9415864149575047E-16      3.2706239236842056E+00     -1.0258771056309244E+00      1.2876063703610436E-16     -2.7976205739428530E-16     -1.5689507162588772E+00     -6.0372945318855640E-16     -3.2706239236192562E+00
    7    3     3.3226E-21     7.0540E-10      4.4844861253023605E-01     -7.4965241085782475E-01      1.0258771076325699E+00      0.0000000000000000E+00      1.0087071833287735E-16      1.5689507156093723E+00      1.9024827481905150E-16      3.2706239230529111E+00     -1.0258771070249648E+00      1.2789863610271153E-16     -3.0261215500089364E-16     -1.5689507173692863E+00     -5.9399909992882301E-16     -3.2706239245099522E+00
    7    4     1.2612E-21     1.1785E-09      8.7076117691907851E-01     -4.1711357482054945E+00      1.0258771072294857E+00      0.0000000000000000E+00      9.7530641614053009E-17      1.5689507157329265E+00      1.9611861695274507E-16      3.2706239231932037E+00     -1.0258771073307720E+00      1.3191104050907111E-16     -2.9361519457803150E-16     -1.5689507154154396E+00     -6.0809692093244801E-16     -3.2706239224915956E+00
    7    5     3.7844E-22     6.7180E-10      3.7866418133506829E-12      2.4104544030987864E+00      1.0258771073289878E+00      0.0000000000000000E+00      9.1263983253555695E-17      1.5689507150710165E+00      2.0566798236062700E-16      3.2706239248645721E+00     -1.0258771073291799E+00      1.1934808427011195E-16     -2.8209212799033161E-16     -1.5689507156524767E+00     -6.0148909343061547E-16     -3.2706239230795959E+00
    7    6     1.4993E-22     4.7845E-10     -3.2122629846883699E-12      4.0860238413650701E-01      1.0258771077445035E+00      0.0000000000000000E+00      9.1263983253555695E-17      1.5689507166794316E+00      2.0567271213340002E-16      3.2706239239982398E+00     -1.0258771077469961E+00      1.1934808427011195E-16     -2.8209936512799890E-16     -1.5689507156602098E+00     -6.0148560103880285E-16     -3.2706239231620891E+00
    7    7     3.1423E-22     1.0385E-09      1.3580096818328665E-12     -4.5982039638007191E+00      1.0258771072997273E+00      0.0000000000000000E+00      9.8294399148887776E-17      1.5689507157198590E+00      1.9732284306976500E-16      3.2706239231824608E+00     -1.0258771073022270E+00      1.3191104050907111E-16     -2.9433779948828789E-16     -1.5689507153560061E+00     -6.0006649726703552E-16     -3.2706239223073665E+00
    7    8     8.9960E-22     5.8430E-10     -1.9242628418415439E-10      1.1609427228310553E-09      1.0258771078881066E+00      0.0000000000000000E+00      9.1263983253555695E-17      1.5689507155897746E+00      2.0670422152458573E-16      3.2706239230729581E+00     -1.0258771082371887E+00      1.1934808427011195E-16     -2.8361784540334922E-16     -1.5689507161896865E+00     -6.0075060463697838E-16     -3.2706239237189543E+00
    8    1     5.8991E-34     9.5564E-10     -8.9608785277330039E-01      1.8981292632372779E-01      8.7911953285951339E-01      8.6710209809613903E-01      1.0137099613579165E-01      3.0504871061444039E+00     -8.5074296004924144E-01      1.2595076991488945E+00     -8.7911953335086723E-01     -8.6710210034262303E-01     -1.0137099502685649E-01     -3.0504871061297072E+00      8.5074296032303487E-01     -1.2595076971298864E+00
    8    2     5.2512E-34     2.8841E-09      1.1632289785339731E+00      3.6719308576963932E+00      8.7911953344921467E-01      8.6710210090509954E-01      1.0137099272696008E-01      3.0504871045999922E+00     -8.5074296079573819E-01      1.2595076936813943E+00     -8.7911953320702785E-01     -8.6710210174050428E-01     -1.0137099415684193E-01     -3.0504871059084793E+00      8.5074296081549083E-01     -1.2595076952324000E+00
    8    3     3.0593E-33     4.3431E-09     -3.3979787815184398E-01      2.1511348049629420E+00      8.7911953339714044E-01      8.6710210296297585E-01      1.0137099350772884E-01      3.0504871063625778E+00     -8.5074296156679285E-01      1.2595076913444212E+00     -8.7911953318433012E-01     -8.6710210376312802E-01     -1.0137099313839208E-01     -3.0504871057948484E+00      8.5074296131973037E-01     -1.2595076932860996E+00
    8    4     7.7225E-34     1.1755E-09     -1.9775259132873799E+00      1.3655385195018663E+00      8.7911953388556663E-01      8.6710209752692702E-01      1.0137099581004676E-01      3.0504871059695162E+00     -8.5074295846541037E-01      1.2595076978231174E+00     -8.7911953322408276E-01     -8.6710209816017014E-01     -1.0137099591873119E-01     -3.0504871060062295E+00      8.5074295988542348E-01     -1.2595076985416649E+00
    8    5     1.7026E-33     1.1092E-09      1.7153954813963626E+00     -1.9471550549471836E-01      8.7911953269367094E-01      8.6710209843866726E-01      1.0137099586082773E-01      3.0504871060423020E+00     -8.5074296024560958E-01      1.2595076984030162E+00     -8.7911953323052383E-01     -8.6710209750119815E-01     -1.0137099619982926E-01     -3.0504871061212886E+00      8.5074295940135525E-01     -1.2595076990897500E+00
    8    6     5.6612E-34     8.7642E-10     -1.2651736180977931E+00      2.8801325393157939E+00      8.7911953326773573E-01      8.6710209804178351E-01      1.0137099657754756E-01      3.0504871052902343E+00     -8.5074296002670846E-01      1.2595076967563970E+00     -8.7911953321858627E-01     -8.6710209909695768E-01     -1.0137099550749976E-01     -3.0504871060575618E+00      8.5074296016797135E-01     -1.2595076978369941E+00
    8    7     9.7237E-34     1.6147E-09      1.3189834137489949E+00      2.3144438380639589E+00      8.7911953286439293E-01      8.6710209630204294E-01      1.0137099533316606E-01      3.0504871060381040E+00     -8.5074295988707949E-01      1.2595076984906388E+00     -8.7911953321501746E-01     -8.6710209768081070E-01     -1.0137099625889653E-01     -3.0504871061624788E+00      8.5074295983973769E-01     -1.2595076993249066E+00
    8    8     1.6273E-33     1.8042E-09     -1.0093120585540010E+00      3.7222096945917280E+00      8.7911953302808288E-01      8.6710209632779012E-01      1.0137099761188202E-01      3.0504871045679494E+00     -8.5074296001200223E-01      1.2595076984769336E+00     -8.7911953319257086E-01     -8.6710209765773938E-01     -1.0137099626178855E-01     -3.0504871061469769E+00      8.5074295983099524E-01     -1.2595076993131324E+00
    8    9     1.9417E-33     1.8912E-09     -1.9906079188548989E-02     -1.0704315229057653E+00      8.7911953302564660E-01      8.6710209661314286E-01      1.0137099667803418E-01      3.0504871060053218E+00     -8.5074295955199897E-01      1.2595076999114894E+00     -8.7911953411325305E-01     -8.6710209601629318E-01     -1.0137099678260060E-01     -3.0504871056717766E+00      8.5074296075936451E-01     -1.2595076997944188E+00
    8   10     2.9212E-33     1.7207E-09     -2.0087415342621453E+00     -9.0512035287889203E-01      8.7911953317839842E-01      8.6710209760266344E-01      1.0137099621380129E-01      3.0504871060112952E+00     -8.5074295987561943E-01      1.2595076990944123E+00     -8.7911953160606593E-01     -8.6710209680375372E-01     -1.0137099644840143E-01     -3.0504871058593719E+00      8.5074296054191523E-01     -1.2595076991630918E+00
    8   11     1.0672E-33     1.3401E-09     -2.1606327506435766E-01      4.3933117827135346E+00      8.7911953316643421E-01      8.6710209781169623E-01      1.0137099598099725E-01      3.0504871041466339E+00     -8.5074296036715047E-01      1.2595076967859475E+00     -8.7911953319879765E-01     -8.6710209909480518E-01     -1.0137099554573169E-01     -3.0504871061024925E+00      8.5074296017559825E-01     -1.2595076979632580E+00
    8   12     2.7129E-33     2.8455E-09     -2.9087198265370357E-12     -4.9611172596576513E-12      8.7911953371252105E-01      8.6710210243606345E-01      1.0137099376886122E-01      3.0504871058478651E+00     -8.5074296092295598E-01      1.2595076945620149E+00     -8.7911953371486695E-01     -8.6710210244391062E-01     -1.0137099376886935E-01     -3.0504871058557779E+00      8.5074296092059676E-01     -1.2595076945692210E+00
    9    1     3.8812E-26     9.0822E-10     -2.7327613734681093E-12      3.7710978004090503E+00      7.8071588384050883E-01      2.0835372027407351E+00     -7.8071588384469548E-01      2.0835372027313959E+00     -1.3572613573323997E+00     -4.6164724526747497E-01     -9.2096913200915360E-17     -4.7749409818669414E-01     -5.0828749044135484E-16     -2.7662858205299852E+00      1.3572613573322405E+00     -4.6164724527238521E-01
